Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
3593,Buddy Hield,19,2023-12-28,31-011,IND,@,CHI,W 120-104,,33,7,13,0.538,2,3,0.667,5,10,0.5,0,0,,0.731,0,6,6,2,1,1,3,3,19,13.4,2.9,22,G-F,hieldbu01
3594,Haywood Highsmith,19,2024-01-10,27-032,MIA,,OKC,L 120-128,*,35,7,14,0.5,2,7,0.286,5,7,0.714,0,0,,0.679,2,3,5,2,1,0,0,2,19,15.9,3.7,-1,F,highsha01
3595,Aaron Holiday,19,2024-02-14,27-137,HOU,@,MEM,L 113-121,,30,7,13,0.538,2,5,0.4,5,8,0.625,0,0,,0.731,2,0,2,1,1,0,2,3,19,12.6,2.8,-14,G,holidaa01
3596,Chet Holmgren,19,2023-10-29,21-181,OKC,,DEN,L 95-128,*,26,7,12,0.583,6,8,0.75,1,4,0.25,4,4,1,0.69,2,2,4,0,0,0,1,2,19,13.6,1.1,-23,F-C,holmgch01
3597,Chet Holmgren,19,2023-11-01,21-184,OKC,,NOP,L 106-110,*,37,8,14,0.571,7,9,0.778,1,5,0.2,2,2,1,0.638,3,8,11,3,1,2,5,4,19,14.8,2.5,-1,F-C,holmgch01
3598,Chet Holmgren,19,2023-12-23,21-236,OKC,,LAL,L 120-129,*,34,8,18,0.444,7,12,0.583,1,6,0.167,2,5,0.4,0.47,4,6,10,0,1,3,0,1,19,15.7,-2.9,-7,F-C,holmgch01
3599,Chet Holmgren,19,2024-01-11,21-255,OKC,,POR,W 139-77,*,20,9,13,0.692,8,10,0.8,1,3,0.333,0,2,0,0.684,1,3,4,3,1,0,0,2,19,16.6,9.3,41,F-C,holmgch01
3600,Talen Horton-Tucker,19,2023-12-20,23-025,UTA,@,CLE,L 116-124,*,30,6,13,0.462,6,12,0.5,0,1,0,7,8,0.875,0.575,0,1,1,11,1,0,1,3,19,18.7,4.7,5,G-F,hortota01
3601,De'Andre Hunter,19,2023-12-18,26-016,ATL,,DET,W 130-124,*,29,7,15,0.467,2,9,0.222,5,6,0.833,0,0,,0.633,1,5,6,2,1,2,4,5,19,11.3,-1.9,9,F,huntede01
3602,Brandon Ingram,19,2023-10-25,26-053,NOP,@,MEM,W 111-104,*,36,7,18,0.389,7,15,0.467,0,3,0,5,6,0.833,0.46,0,7,7,6,2,0,5,3,19,10.9,-5.1,-2,F,ingrabr01
3603,Brandon Ingram,19,2023-12-23,26-112,NOP,,HOU,L 104-106,*,36,6,12,0.5,6,10,0.6,0,2,0,7,9,0.778,0.595,1,2,3,5,0,2,0,2,19,17.6,5.7,2,F,ingrabr01
3604,Brandon Ingram,19,2024-01-03,26-123,NOP,@,MIN,W 117-106,*,32,7,11,0.636,6,8,0.75,1,3,0.333,4,5,0.8,0.72,0,4,4,7,2,0,3,3,19,17.6,6,13,F,ingrabr01
3605,Brandon Ingram,19,2024-02-02,26-153,NOP,@,SAS,W 114-113,*,36,7,15,0.467,6,13,0.462,1,2,0.5,4,4,1,0.567,2,2,4,6,2,1,2,4,19,16.6,1,-6,F,ingrabr01
3606,Kyrie Irving,19,2024-03-01,31-344,DAL,@,BOS,L 110-138,*,37,9,23,0.391,8,16,0.5,1,7,0.143,0,0,,0.413,2,2,4,2,0,0,1,1,19,8.5,-9.2,-15,G,irvinky01
3607,Jaden Ivey,19,2024-01-01,21-322,DET,@,HOU,L 113-136,*,26,6,10,0.6,3,6,0.5,3,4,0.75,4,4,1,0.808,4,2,6,3,0,0,2,1,19,17.5,7.4,-19,G,iveyja01
3608,Jaden Ivey,19,2024-01-10,21-331,DET,,SAS,L 108-130,*,30,7,18,0.389,5,8,0.625,2,10,0.2,3,5,0.6,0.47,0,3,3,5,2,2,1,0,19,15.2,2.2,-5,G,iveyja01
3609,Jaden Ivey,19,2024-01-28,21-349,DET,,OKC,W 120-104,*,35,7,20,0.35,4,13,0.308,3,7,0.429,2,5,0.4,0.428,3,5,8,6,0,0,0,2,19,13.6,-1.5,13,G,iveyja01
3610,Jaren Jackson Jr.,19,2023-11-01,24-047,MEM,@,UTA,L 109-133,*,26,5,17,0.294,4,9,0.444,1,8,0.125,8,8,1,0.463,3,5,8,2,0,1,2,3,19,11.6,-5.2,-25,F,jacksja02
3611,Jaren Jackson Jr.,19,2023-12-26,24-102,MEM,@,NOP,W 116-115 (OT),*,39,5,11,0.455,5,8,0.625,0,3,0,9,10,0.9,0.617,1,9,10,1,1,1,3,5,19,13.7,-4,6,F,jacksja02
3612,Trayce Jackson-Davis,19,2024-01-10,23-322,GSW,,NOP,L 105-141,,22,9,11,0.818,9,11,0.818,0,0,,1,1,1,0.83,3,2,5,1,1,1,1,1,19,18.6,11.6,-16,F,jackstr02
3613,LeBron James,19,2023-10-30,38-304,LAL,,ORL,W 106-103,*,33,7,17,0.412,5,11,0.455,2,6,0.333,3,4,0.75,0.506,0,3,3,4,3,1,5,0,19,11.9,-1.8,5,F-G,jamesle01
3614,LeBron James,19,2024-03-04,39-065,LAL,,OKC,W 116-104,*,31,7,14,0.5,6,11,0.545,1,3,0.333,4,5,0.8,0.586,1,10,11,8,1,0,3,1,19,18.5,4.3,14,F-G,jamesle01
3615,Jaime Jaquez Jr.,19,2023-11-20,22-275,MIA,@,CHI,W 118-100,,33,8,13,0.615,5,9,0.556,3,4,0.75,0,0,,0.731,2,1,3,4,2,0,0,1,19,19.2,9.8,24,G-F,jaqueja01
3616,Jaime Jaquez Jr.,19,2023-12-22,22-307,MIA,,ATL,W 122-113,*,37,7,14,0.5,6,13,0.462,1,1,1,4,5,0.8,0.586,4,3,7,1,1,1,2,4,19,14.1,-1.7,11,G-F,jaqueja01
3617,Jaime Jaquez Jr.,19,2024-01-12,22-328,MIA,,ORL,W 99-96,*,37,8,16,0.5,8,14,0.571,0,2,0,3,3,1,0.548,4,3,7,3,1,0,3,3,19,13.6,-0.6,-4,G-F,jaqueja01
3618,Cameron Johnson,19,2023-11-25,27-267,BRK,,MIA,W 112-97,*,35,8,13,0.615,6,7,0.857,2,6,0.333,1,2,0.5,0.684,1,9,10,5,2,0,1,2,19,19.8,5.4,29,F,johnsca02
3619,Cameron Johnson,19,2024-01-23,27-326,BRK,,NYK,L 103-108,*,25,7,14,0.5,3,8,0.375,4,6,0.667,1,1,1,0.658,2,3,5,2,0,0,0,1,19,15.3,9.6,1,F,johnsca02
3620,Jalen Johnson,19,2023-11-09,21-326,ATL,@,ORL,W 120-119,*,31,7,9,0.778,5,5,1,2,4,0.5,3,4,0.75,0.883,2,7,9,2,0,1,3,4,19,16.1,3.3,15,F,johnsja05
3621,Jalen Johnson,19,2024-01-30,22-043,ATL,,LAL,W 138-122,*,35,8,14,0.571,7,12,0.583,1,2,0.5,2,2,1,0.638,1,10,11,3,3,0,0,5,19,19.2,3.8,3,F,johnsja05
3622,Jalen Johnson,19,2024-02-07,22-051,ATL,@,BOS,L 117-125,*,36,8,16,0.5,6,11,0.545,2,5,0.4,1,1,1,0.578,2,13,15,4,3,0,2,0,19,20.1,7.1,1,F,johnsja05
3623,Jalen Johnson,19,2024-02-14,22-058,ATL,@,CHO,L 99-122,*,38,9,18,0.5,9,13,0.692,0,5,0,1,2,0.5,0.503,5,7,12,0,0,2,2,3,19,13.4,-5.1,-20,F,johnsja05
3624,Keldon Johnson,19,2024-01-02,24-083,SAS,@,MEM,L 98-106,,31,7,16,0.438,6,12,0.5,1,4,0.25,4,5,0.8,0.522,1,5,6,4,1,0,3,4,19,11.6,-0.8,-15,G,johnske04
3625,Keldon Johnson,19,2024-01-20,24-101,SAS,@,WAS,W 131-127,,28,7,15,0.467,7,12,0.583,0,3,0,5,7,0.714,0.525,4,5,9,2,0,0,1,2,19,14.4,-7.3,5,G,johnske04
3626,Keldon Johnson,19,2024-02-10,24-122,SAS,@,BRK,L 103-123,,30,7,14,0.5,4,8,0.5,3,6,0.5,2,2,1,0.638,1,3,4,1,0,1,2,2,19,12.2,0.4,-17,G,johnske04
3627,Nikola Jokić,19,2023-12-29,28-313,DEN,,OKC,L 93-119,*,32,9,10,0.9,8,9,0.889,1,1,1,0,0,,0.95,2,8,10,7,1,1,7,2,19,18.2,8.4,-19,C-F,jokicni01
3628,Derrick Jones Jr.,19,2023-12-20,26-308,DAL,,LAC,L 111-120,*,39,6,11,0.545,4,7,0.571,2,4,0.5,5,5,1,0.72,3,0,3,2,1,2,0,2,19,18.8,5.5,1,F,jonesde02
3629,Herbert Jones,19,2023-11-14,25-039,NOP,,DAL,W 131-110,*,31,6,8,0.75,4,4,1,2,4,0.5,5,6,0.833,0.893,1,3,4,4,5,2,2,5,19,22.2,13.8,8,F,joneshe01
3630,Herbert Jones,19,2024-02-23,25-140,NOP,,MIA,L 95-106,*,38,8,10,0.8,7,9,0.778,1,1,1,2,2,1,0.873,0,5,5,2,1,0,2,5,19,15.1,3.3,-8,F,joneshe01
3631,Tre Jones,19,2024-02-07,24-030,SAS,@,MIA,L 104-116,*,31,7,11,0.636,5,7,0.714,2,4,0.5,3,5,0.6,0.72,0,2,2,6,0,0,3,0,19,15.1,2.1,-15,G,jonestr01
3632,Luke Kennard,19,2024-01-22,27-212,MEM,@,TOR,W 108-100,*,35,7,18,0.389,2,5,0.4,5,13,0.385,0,1,0,0.515,0,3,3,7,0,0,3,1,19,11.2,-3,10,G,kennalu01
3633,Luke Kennard,19,2024-02-14,27-235,MEM,,HOU,W 121-113,*,30,5,7,0.714,1,1,1,4,6,0.667,5,7,0.714,0.942,0,2,2,2,1,0,2,2,19,15.5,3.3,-4,G,kennalu01
3634,Kevin Knox,19,2024-01-12,24-154,DET,,HOU,L 110-112,*,35,7,9,0.778,5,5,1,2,4,0.5,3,3,1,0.921,0,7,7,2,1,2,1,1,19,20,7.6,-1,F,knoxke01
3635,Furkan Korkmaz,19,2024-01-30,26-190,PHI,@,GSW,L 107-119,,22,6,8,0.75,1,2,0.5,5,6,0.833,2,3,0.667,1.019,0,2,2,3,0,0,0,1,19,17.7,20.1,5,G,korkmfu01
3636,Jonathan Kuminga,19,2023-11-03,21-028,GSW,@,OKC,W 141-139,,22,9,15,0.6,9,13,0.692,0,2,0,1,2,0.5,0.598,1,1,2,1,0,0,3,2,19,9.6,-11.4,3,F,kuminjo01
3637,Jonathan Kuminga,19,2024-01-02,21-088,GSW,,ORL,W 121-115,*,34,7,14,0.5,6,9,0.667,1,5,0.2,4,5,0.8,0.586,2,4,6,4,0,2,1,2,19,16.6,2,10,F,kuminjo01
3638,Jonathan Kuminga,19,2024-02-25,21-142,GSW,,DEN,L 103-119,*,25,5,10,0.5,5,9,0.556,0,1,0,9,13,0.692,0.604,1,5,6,3,0,0,1,1,19,15.3,4.6,-20,F,kuminjo01
3639,Jonathan Kuminga,19,2024-03-07,21-153,GSW,,CHI,L 122-125,*,33,5,11,0.455,5,10,0.5,0,1,0,9,10,0.9,0.617,3,7,10,2,1,0,1,4,19,16.9,-0.2,3,F,kuminjo01
3640,Kyle Kuzma,19,2023-11-17,28-116,WAS,,NYK,L 99-120,*,32,8,21,0.381,5,13,0.385,3,8,0.375,0,0,,0.452,0,4,4,5,0,0,2,3,19,9,-4.3,-20,F,kuzmaky01
3641,Jake LaRavia,19,2024-03-06,22-124,MEM,@,PHI,W 115-109,,32,7,15,0.467,5,11,0.455,2,4,0.5,3,4,0.75,0.567,5,8,13,0,0,3,3,3,19,14.7,-2.2,8,F,laravja01
3642,Zach LaVine,19,2023-11-12,28-247,CHI,,DET,W 119-108,*,34,6,14,0.429,5,8,0.625,1,6,0.167,6,6,1,0.571,0,3,3,2,1,0,0,1,19,14.5,-3,1,G-F,lavinza01
3643,Zach LaVine,19,2023-11-15,28-250,CHI,,ORL,L 94-96,*,36,6,16,0.375,2,9,0.222,4,7,0.571,3,4,0.75,0.535,0,6,6,3,1,0,3,2,19,10.9,2.6,3,G-F,lavinza01
3644,Kawhi Leonard,19,2024-01-05,32-190,LAC,@,NOP,W 111-95,*,30,7,15,0.467,5,11,0.455,2,4,0.5,3,4,0.75,0.567,2,7,9,2,1,1,2,1,19,15.1,3.5,6,F,leonaka01
3645,Kawhi Leonard,19,2024-03-09,32-254,LAC,,CHI,W 112-102,*,38,8,15,0.533,8,14,0.571,0,1,0,3,3,1,0.582,2,7,9,4,0,1,2,1,19,16.3,-0.3,4,F,leonaka01
3646,Caris LeVert,19,2023-11-01,29-068,CLE,@,NYK,W 95-89,,31,6,14,0.429,3,10,0.3,3,4,0.75,4,4,1,0.603,0,6,6,5,1,0,3,3,19,13.7,5.4,10,G-F,leverca01
3647,Damian Lillard,19,2023-12-23,33-161,MIL,@,NYK,W 130-111,*,34,6,16,0.375,3,9,0.333,3,7,0.429,4,5,0.8,0.522,3,6,9,7,1,0,3,3,19,15.4,1.8,3,G,lillada01
3648,Brook Lopez,19,2023-12-11,35-254,MIL,,CHI,W 133-129 (OT),*,40,6,11,0.545,4,5,0.8,2,6,0.333,5,6,0.833,0.696,2,1,3,3,1,3,1,4,19,17.6,3,-1,C,lopezbr01
3649,Brook Lopez,19,2024-01-20,35-294,MIL,@,DET,W 141-135,*,37,7,13,0.538,6,9,0.667,1,4,0.25,4,5,0.8,0.625,2,8,10,4,1,3,0,1,19,21.6,4.1,14,C,lopezbr01
3650,Brook Lopez,19,2024-01-29,35-303,MIL,@,DEN,L 107-113,*,34,7,13,0.538,2,4,0.5,5,9,0.556,0,0,,0.731,1,1,2,2,0,2,1,4,19,13.9,6.5,5,C,lopezbr01
3651,Brook Lopez,19,2024-01-31,35-305,MIL,@,POR,L 116-119,*,36,7,14,0.5,3,4,0.75,4,10,0.4,1,1,1,0.658,0,4,4,3,1,2,0,1,19,17.3,7,1,C,lopezbr01
3652,Kevin Love,19,2023-12-11,35-095,MIA,@,CHO,W 116-114,,21,7,11,0.636,3,3,1,4,8,0.5,1,1,1,0.83,1,5,6,1,1,0,0,1,19,17.6,13.9,8,F-C,loveke01
3653,Kevin Love,19,2024-02-13,35-159,MIA,@,MIL,W 123-97,,23,6,8,0.75,1,1,1,5,7,0.714,2,4,0.5,0.973,0,8,8,3,2,0,1,2,19,19.7,19.6,13,F-C,loveke01
3654,Kevin Love,19,2024-02-26,35-172,MIA,@,SAC,W 121-110,,15,6,9,0.667,4,6,0.667,2,3,0.667,5,6,0.833,0.816,1,6,7,1,0,0,1,1,19,16.5,16.5,10,F-C,loveke01
3655,Trey Lyles,19,2023-12-29,28-054,SAC,@,ATL,W 117-110,,25,7,12,0.583,3,3,1,4,9,0.444,1,1,1,0.764,0,6,6,1,0,0,2,3,19,12.7,1.5,4,F,lylestr01
3656,Trey Lyles,19,2024-02-07,28-094,SAC,,DET,L 120-133,,23,6,13,0.462,1,3,0.333,5,10,0.5,2,2,1,0.684,1,1,2,1,0,1,0,0,19,14.7,5.7,5,F,lylestr01
3657,Lauri Markkanen,19,2023-10-25,26-156,UTA,,SAC,L 114-130,*,32,6,15,0.4,4,9,0.444,2,6,0.333,5,6,0.833,0.539,2,8,10,1,2,0,1,1,19,15.6,1.8,-7,F-C,markkla01
3658,Lauri Markkanen,19,2023-10-28,26-159,UTA,@,PHO,L 104-126,*,28,7,13,0.538,2,6,0.333,5,7,0.714,0,0,,0.731,0,3,3,0,1,2,1,1,19,14.6,7.7,-21,F-C,markkla01
3659,Lauri Markkanen,19,2023-11-01,26-163,UTA,,MEM,W 133-109,*,28,6,11,0.545,2,5,0.4,4,6,0.667,3,3,1,0.771,1,10,11,1,1,0,0,5,19,17.1,6.5,10,F-C,markkla01
3660,Lauri Markkanen,19,2024-02-12,26-266,UTA,,GSW,L 107-129,*,34,8,17,0.471,5,10,0.5,3,7,0.429,0,0,,0.559,0,5,5,0,1,0,1,1,19,11.4,-3.3,-26,F-C,markkla01
3661,Naji Marshall,19,2024-03-08,26-044,NOP,@,PHI,W 103-95,,18,7,8,0.875,3,4,0.75,4,4,1,1,1,1,1.126,1,3,4,1,1,1,2,1,19,17.8,28.8,23,F,marshna01
3662,Cody Martin,19,2024-02-07,28-132,CHO,,TOR,L 117-123,*,28,7,13,0.538,4,8,0.5,3,5,0.6,2,3,0.667,0.663,0,5,5,8,2,0,1,3,19,19.2,10.4,-1,G-F,martico01
3663,Bennedict Mathurin,19,2023-11-21,21-155,IND,@,ATL,W 157-152,,20,7,10,0.7,5,6,0.833,2,4,0.5,3,4,0.75,0.808,0,2,2,1,0,0,0,2,19,14.9,1.4,-1,G-F,mathube01
3664,Bennedict Mathurin,19,2024-03-05,21-260,IND,@,DAL,W 137-120,,25,7,16,0.438,5,9,0.556,2,7,0.286,3,3,1,0.548,0,0,0,0,0,0,1,3,19,8.4,-9.5,5,G-F,mathube01
3665,Tyrese Maxey,19,2023-11-17,23-013,PHI,@,ATL,W 126-116,*,40,5,13,0.385,2,7,0.286,3,6,0.5,6,6,1,0.607,0,4,4,8,2,0,2,1,19,18.3,2.3,1,G,maxeyty01
3666,Tyrese Maxey,19,2023-12-15,23-041,PHI,,DET,W 124-92,*,27,7,16,0.438,6,10,0.6,1,6,0.167,4,5,0.8,0.522,0,1,1,4,2,0,1,1,19,13.9,1.5,37,G,maxeyty01
3667,Miles McBride,19,2024-01-13,23-127,NYK,@,MEM,W 106-94,*,38,7,10,0.7,3,3,1,4,7,0.571,1,2,0.5,0.873,0,6,6,5,1,1,3,3,19,17.2,5.8,13,G,mcbrimi01
3668,CJ McCollum,19,2023-10-30,32-041,NOP,,GSW,L 102-130,*,33,7,21,0.333,5,13,0.385,2,8,0.25,3,4,0.75,0.417,2,4,6,5,1,0,0,1,19,13.4,-0.1,-19,G,mccolcj01
3669,CJ McCollum,19,2023-12-01,32-073,NOP,,SAS,W 121-106,*,38,8,18,0.444,7,10,0.7,1,8,0.125,2,2,1,0.503,1,2,3,8,2,1,1,1,19,17.8,2.7,16,G,mccolcj01
3670,CJ McCollum,19,2023-12-15,32-087,NOP,@,CHO,W 112-107,*,35,7,18,0.389,4,9,0.444,3,9,0.333,2,2,1,0.503,2,3,5,4,1,1,2,0,19,14,1.3,4,G,mccolcj01
3671,CJ McCollum,19,2024-01-31,32-134,NOP,@,HOU,W 110-99,*,36,7,15,0.467,4,8,0.5,3,7,0.429,2,2,1,0.598,0,5,5,3,1,2,3,1,19,13.9,4.7,3,G,mccolcj01
3672,CJ McCollum,19,2024-02-09,32-143,NOP,@,LAL,L 122-139,*,30,8,16,0.5,5,7,0.714,3,9,0.333,0,0,,0.594,1,3,4,3,0,0,0,3,19,13.5,-1.6,-18,G,mccolcj01
3673,De'Anthony Melton,19,2023-12-06,25-192,PHI,@,WAS,W 131-126,*,27,5,10,0.5,3,5,0.6,2,5,0.4,7,7,1,0.726,0,5,5,4,2,1,1,1,19,19.6,10.4,12,G,meltode01
3674,Sam Merrill,19,2023-12-18,27-217,CLE,,HOU,W 135-130 (OT),,24,6,11,0.545,1,1,1,5,10,0.5,2,2,1,0.8,1,3,4,3,1,1,0,1,19,18.7,18.3,13,G,merrisa01
3675,Khris Middleton,19,2023-11-09,32-089,MIL,@,IND,L 124-126,*,20,7,13,0.538,5,7,0.714,2,6,0.333,3,4,0.75,0.644,1,1,2,4,0,0,2,1,19,13.7,4,-5,F-G,middlkh01
3676,Khris Middleton,19,2024-01-03,32-144,MIL,@,IND,L 130-142,*,32,7,13,0.538,3,6,0.5,4,7,0.571,1,1,1,0.707,1,5,6,7,0,2,4,2,19,16.4,4.1,-15,F-G,middlkh01
3677,Donovan Mitchell,19,2024-02-28,27-174,CLE,@,CHI,L 123-132 (2OT),*,44,5,13,0.385,1,4,0.25,4,9,0.444,5,7,0.714,0.591,0,5,5,3,0,0,5,5,19,7.7,-10.2,-4,G,mitchdo01
3678,Evan Mobley,19,2023-11-11,22-146,CLE,@,GSW,W 118-110,*,31,6,10,0.6,6,9,0.667,0,1,0,7,7,1,0.726,1,4,5,2,1,1,2,4,19,15.8,2.7,-4,F-C,mobleev01
3679,Ja Morant,19,2023-12-29,24-141,MEM,@,LAC,L 106-117,*,37,7,19,0.368,7,12,0.583,0,7,0,5,6,0.833,0.439,0,6,6,10,0,0,3,4,19,12.3,-6.5,-19,G,moranja01
3680,Dejounte Murray,19,2024-02-03,27-137,ATL,,GSW,W 141-134 (OT),*,41,9,24,0.375,9,18,0.5,0,6,0,1,1,1,0.389,0,5,5,7,1,0,2,5,19,9.2,-8.4,4,G,murrade01
3681,Jamal Murray,19,2023-10-29,26-248,DEN,@,OKC,W 128-95,*,30,9,14,0.643,8,13,0.615,1,1,1,0,0,,0.679,1,1,2,8,0,0,4,1,19,15,1.1,22,G,murraja01
3682,Jamal Murray,19,2024-01-21,26-332,DEN,@,WAS,W 113-104,*,39,7,23,0.304,4,15,0.267,3,8,0.375,2,2,1,0.398,1,4,5,7,0,0,1,2,19,10.7,-7.1,4,G,murraja01
3683,Jamal Murray,19,2024-03-07,27-013,DEN,,BOS,W 115-109,*,37,7,18,0.389,6,14,0.429,1,4,0.25,4,4,1,0.481,0,6,6,8,2,0,5,2,19,12.8,-2.8,4,G,murraja01
3684,Andrew Nembhard,19,2024-01-25,24-009,IND,,PHI,W 134-122,*,29,8,15,0.533,7,12,0.583,1,3,0.333,2,2,1,0.598,0,2,2,8,1,1,6,3,19,12.4,-2.6,18,G,nembhan01
3685,Aaron Nesmith,19,2023-12-20,24-065,IND,,CHO,W 144-113,,23,6,6,1,2,2,1,4,4,1,3,3,1,1.298,0,2,2,1,1,0,1,1,19,18.1,15.2,8,G-F,nesmiaa01
3686,Jaylen Nowell,19,2023-12-01,24-145,MEM,@,DAL,W 108-94,,26,8,14,0.571,6,8,0.75,2,6,0.333,1,1,1,0.658,1,3,4,1,1,0,1,2,19,13.9,1.3,1,G,nowelja01
3687,Jusuf Nurkić,19,2023-11-29,29-098,PHO,@,TOR,L 105-112,*,30,8,12,0.667,7,11,0.636,1,1,1,2,2,1,0.738,1,13,14,6,0,2,2,3,19,20.8,14.2,2,C,nurkiju01
3688,Jusuf Nurkić,19,2023-12-31,29-130,PHO,,ORL,W 112-107,*,33,8,17,0.471,8,14,0.571,0,3,0,3,5,0.6,0.495,3,10,13,3,0,0,1,3,19,14.5,-2.9,18,C,nurkiju01
3689,Jordan Nwora,19,2023-11-19,25-071,IND,,ORL,L 116-128,,23,8,11,0.727,6,6,1,2,5,0.4,1,1,1,0.83,2,3,5,1,3,0,1,3,19,18.3,15,18,F,nworajo01
3690,Onyeka Okongwu,19,2023-12-20,23-009,ATL,@,HOU,W 134-127,,33,8,11,0.727,8,10,0.8,0,1,0,3,4,0.75,0.745,1,10,11,2,0,0,0,1,19,18.8,3.2,12,F,okongon01
3691,Onyeka Okongwu,19,2024-01-10,23-030,ATL,,PHI,W 139-132 (OT),*,36,7,10,0.7,7,10,0.7,0,0,,5,5,1,0.779,6,5,11,1,0,2,2,5,19,18.6,0.5,-1,F,okongon01
3692,Onyeka Okongwu,19,2024-02-07,23-058,ATL,@,BOS,L 117-125,*,36,7,11,0.636,6,8,0.75,1,3,0.333,4,4,1,0.745,6,4,10,3,0,2,1,3,19,20.8,5.9,4,F,okongon01
3693,Kelly Olynyk,19,2023-12-30,32-255,UTA,,MIA,W 117-109,,28,8,12,0.667,8,11,0.727,0,1,0,3,3,1,0.713,3,3,6,10,1,1,3,5,19,20.5,13.5,11,C-F,olynyke01
3694,Kelly Olynyk,19,2024-01-25,32-281,UTA,@,WAS,W 123-108,,21,8,11,0.727,5,7,0.714,3,4,0.75,0,0,,0.864,2,2,4,2,0,0,1,3,19,15.7,11.3,13,C-F,olynyke01
3695,Kelly Oubre Jr.,19,2024-02-05,28-058,PHI,,DAL,L 102-118,*,32,7,17,0.412,5,10,0.5,2,7,0.286,3,5,0.6,0.495,4,2,6,0,1,0,0,3,19,12.3,-2,-17,F,oubreke01
3696,Scotty Pippen Jr.,19,2024-02-04,23-086,MEM,@,BOS,L 91-131,,27,6,11,0.545,4,9,0.444,2,2,1,5,6,0.833,0.696,1,5,6,4,1,0,3,4,19,14.7,5.5,-11,G,pippesc02
3697,Brandin Podziemski,19,2023-12-16,20-294,GSW,,BRK,W 124-120,*,32,7,15,0.467,3,6,0.5,4,9,0.444,1,2,0.5,0.598,1,4,5,5,3,1,5,4,19,13.4,1.1,0,G,podzibr01
3698,Jakob Poeltl,19,2023-12-22,28-068,TOR,@,PHI,L 111-121,*,29,9,15,0.6,9,15,0.6,0,0,,1,2,0.5,0.598,2,6,8,2,1,0,1,3,19,15.1,-0.6,-14,C,poeltja01
3699,Jakob Poeltl,19,2024-02-04,28-112,TOR,@,OKC,L 127-135 (2OT),*,33,8,9,0.889,8,9,0.889,0,0,,3,4,0.75,0.883,3,9,12,3,0,2,2,5,19,19.8,5.8,-6,C,poeltja01
3700,Jakob Poeltl,19,2024-02-14,28-122,TOR,,IND,L 125-127,*,30,8,15,0.533,8,15,0.533,0,0,,3,4,0.75,0.567,7,4,11,3,1,2,2,3,19,18.7,1.9,-2,C,poeltja01
3701,Jordan Poole,19,2023-11-03,24-137,WAS,@,MIA,L 114-121,*,28,8,14,0.571,5,10,0.5,3,4,0.75,0,1,0,0.658,0,1,1,6,4,0,2,3,19,17.3,7.9,-21,G,poolejo01
3702,Jordan Poole,19,2023-11-29,24-163,WAS,@,ORL,L 120-139,*,26,5,12,0.417,1,5,0.2,4,7,0.571,5,6,0.833,0.649,0,5,5,2,2,1,2,3,19,14.6,1.1,-6,G,poolejo01
3703,Jordan Poole,19,2024-02-09,24-235,WAS,@,BOS,L 129-133,*,37,7,19,0.368,4,9,0.444,3,10,0.3,2,3,0.667,0.468,0,2,2,5,1,0,3,5,19,8.2,-9,1,G,poolejo01
3704,Jordan Poole,19,2024-02-14,24-240,WAS,@,NOP,L 126-133,*,35,7,15,0.467,2,5,0.4,5,10,0.5,0,0,,0.633,2,3,5,6,3,0,4,5,19,14.8,1.7,9,G,poolejo01
3705,Craig Porter Jr.,19,2023-12-23,23-300,CLE,@,CHI,W 109-95,*,39,8,14,0.571,7,11,0.636,1,3,0.333,2,5,0.4,0.586,1,6,7,8,1,1,3,1,19,17.6,4.4,14,G,portecr01
3706,Michael Porter Jr.,19,2023-12-01,25-155,DEN,@,PHO,W 119-111,*,37,8,16,0.5,8,12,0.667,0,4,0,3,3,1,0.548,1,9,10,4,2,1,2,1,19,17.5,-1.2,8,F,portemi01
3707,Michael Porter Jr.,19,2023-12-25,25-179,DEN,,GSW,W 120-114,*,40,8,17,0.471,5,7,0.714,3,10,0.3,0,0,,0.559,0,10,10,1,0,4,0,1,19,16.4,2.9,23,F,portemi01
3708,Michael Porter Jr.,19,2024-01-21,25-206,DEN,@,WAS,W 113-104,*,32,8,14,0.571,5,7,0.714,3,7,0.429,0,0,,0.679,0,5,5,0,2,2,3,2,19,13.5,0.9,13,F,portemi01
3709,Michael Porter Jr.,19,2024-02-14,25-230,DEN,,SAC,L 98-102,*,37,8,17,0.471,5,10,0.5,3,7,0.429,0,0,,0.559,1,3,4,2,0,0,1,0,19,12.3,1.2,-12,F,portemi01
3710,Michael Porter Jr.,19,2024-03-09,25-254,DEN,,UTA,W 142-121,*,22,8,13,0.615,5,8,0.625,3,5,0.6,0,0,,0.731,1,3,4,2,1,1,2,1,19,15.4,-0.3,12,F,portemi01
3711,Bobby Portis,19,2023-11-13,28-276,MIL,,CHI,W 118-109,,25,7,10,0.7,4,4,1,3,6,0.5,2,2,1,0.873,2,8,10,2,0,1,0,3,19,19.5,16.7,24,F,portibo01
